date,temp_max,temp,temp_min,dew_max,dew,dew_min,humidity_max,humidity,humidity_min,windspeed_max,windspeed,windspeed_min,pressure_max,pressure,pressure_min,precip
6/5/2020,67,63.5,59,56,53.8,52,87,71.1,60,9,6.2,0,29,29,29,0
6/6/2020,71,65.2,62,55,52.7,52,78,64.5,51,14,6.7,0,29.1,29.1,29,0
6/7/2020,79,68.5,57,52,39.6,18,81,42.3,11,20,8.5,0,29.1,29.1,29,0
6/8/2020,87,75.2,62,31,19.9,8,31,14.4,6,26,13.9,6,29.2,29.1,29.1,0
6/9/2020,94,79.6,60,29,21.3,11,30,13.7,5,13,5,0,29.2,29.2,29.1,0
6/10/2020,96,82.4,66,42,29.2,17,30,16.6,6,12,3.8,0,29.1,29.1,29.1,0
6/11/2020,91,78.6,65,55,40.6,26,63,28.3,10,12,5.9,0,29.2,29.1,29.1,0
6/12/2020,78,67.9,61,57,54.4,52,83,63.9,40,14,7.7,0,29.2,29.2,29.1,0
6/13/2020,77,67.9,60,53,50.1,44,78,55.2,34,13,7.2,0,29.1,29.1,29,0
6/14/2020,78,68.8,60,54,50.8,47,72,53.5,42,12,7.1,3,29.1,29.1,29,0
6/15/2020,80,69.3,63,57,54.7,50,81,61.2,43,12,6.7,0,29.1,29.1,29.1,0
6/16/2020,74,66.6,62,57,55.6,55,81,68.6,53,12,7,3,29.1,29.1,29,0
6/17/2020,75,67.5,62,56,54.7,53,78,64.4,50,12,6.8,0,29.1,29.1,29.1,0
6/18/2020,73,65,61,57,54.9,54,81,70.8,53,10,6.1,0,29.1,29.1,29.1,0
6/19/2020,76,66.2,61,56,54.4,53,81,66.5,50,12,5.5,0,29.1,29.1,29.1,0
6/20/2020,76,64.2,60,57,55.4,54,83,73.9,52,15,6,0,29.2,29.1,29.1,0
6/21/2020,78,66.9,61,57,56.1,55,82,69.4,48,12,5.2,0,29.1,29.1,29.1,0
6/22/2020,83,68.5,61,59,57.6,57,88,70.3,42,12,5.6,0,29.2,29.1,29.1,0
6/23/2020,82,68.5,61,60,58.3,57,90,71.9,47,10,6.4,0,29.1,29.1,29,0
6/24/2020,82,67.4,61,60,57.5,56,87,72.7,45,13,5.5,0,29.1,29,28.9,0
6/25/2020,81,68.6,63,59,57.4,56,81,68.6,45,14,6.6,0,29.1,29,29,0
6/26/2020,84,69.3,60,59,56.3,53,86,65.9,34,12,6.5,0,29.1,29.1,29,0
6/27/2020,81,68.4,61,59,57.1,55,87,69.1,42,13,7.7,3,29.1,29.1,29,0
6/28/2020,73,65.6,63,57,56.1,55,81,71.6,57,13,8.7,5,29.1,29,28.9,0
6/29/2020,74,65.6,62,55,53.3,51,78,65.5,48,13,7.8,3,29.1,29,29,0
6/30/2020,78,66.5,59,56,54.4,51,80,66.1,46,12,5.5,0,29.1,29.1,29,0
7/1/2020,76,66.6,61,57,55.4,54,81,68.1,50,13,6.6,0,29.1,29.1,29,0
7/2/2020,81,67.9,60,56,55.1,53,83,65.5,39,12,5.7,0,29.1,29.1,29.1,0
7/3/2020,90,75.3,60,56,48.4,32,78,44.6,13,13,4.3,0,29.2,29.1,29.1,0
7/4/2020,90,77.1,64,57,52.8,48,73,45.5,26,12,6,0,29.2,29.1,29.1,0
7/5/2020,93,75.2,64,57,50.4,43,64,44.3,22,12,5.1,0,29.1,29.1,29,0
7/6/2020,91,79.1,66,54,49.4,45,51,36.5,21,13,5.4,0,29.1,29,29,0
7/7/2020,87,76.7,66,58,55.5,50,73,49.6,33,13,6.9,0,29.1,29,29,0
7/8/2020,84,72.7,64,59,56.5,51,80,58,41,12,7.2,0,29.1,29,29,0
7/9/2020,86,72.2,62,59,55.9,49,84,60.4,31,13,6.3,0,29.1,29.1,29,0
7/10/2020,94,77.8,64,59,54,35,78,50.3,13,10,4.8,0,29.2,29.1,29.1,0
7/11/2020,100,83,69,59,49.5,30,68,37.5,9,17,5.3,0,29.2,29.1,29.1,0
7/12/2020,96,81.3,70,58,53.5,47,63,40.9,21,14,6.3,0,29.1,29.1,29,0
7/13/2020,88,76.1,68,61,58.8,55,76,56.4,37,12,7.1,0,29.1,29.1,29,0
7/14/2020,82,70.5,64,59,58.1,57,80,65.9,45,12,6.3,0,29.1,29.1,29.1,0
7/15/2020,81,68.7,62,58,56.7,55,84,67.5,42,14,6.9,0,29.1,29.1,29.1,0
7/16/2020,81,68,60,58,56.1,54,86,67.7,40,13,6.3,0,29.1,29.1,29,0
7/17/2020,83,70.9,61,59,56.8,55,81,62.6,41,12,6.2,0,29.2,29.1,29.1,0
7/18/2020,86,72.8,63,58,56.4,52,78,58.4,34,10,6,0,29.2,29.1,29.1,0
7/19/2020,86,72.7,62,57,56,54,81,58.4,35,12,5.9,0,29.1,29.1,29.1,0
7/20/2020,83,71.8,61,58,55.7,52,83,58.9,40,12,6.8,0,29.1,29.1,29,0
7/21/2020,86,71.4,63,59,56.4,55,75,60.6,40,13,6.7,0,29.1,29,29,0
7/22/2020,78,66,59,59,55.7,54,87,70.7,48,13,7.4,0,29.1,29,29,0
7/23/2020,77,65.8,60,56,54.9,54,83,69.3,46,13,6.7,0,29.1,29.1,29,0
7/24/2020,80,67.8,60,56,55.4,54,81,66,43,12,5.6,0,29.1,29.1,29,0
7/25/2020,84,68.5,60,58,56.5,55,86,68,41,13,5.8,0,29.1,29.1,29,0
7/26/2020,89,73.4,62,58,55.1,49,80,56.7,26,10,5.4,0,29.1,29.1,29,0
7/27/2020,85,70.9,63,58,55,53,75,59,34,15,6.2,0,29.1,29.1,29,0
7/28/2020,84,70.8,60,57,54.9,52,81,60,36,10,6.3,0,29.1,29.1,29,0
7/29/2020,87,71.8,61,58,55.8,54,81,59.8,36,12,5.5,0,29.1,29.1,29,0
7/30/2020,95,77.3,60,58,55,48,83,50.7,27,12,4.7,0,29.1,29.1,29.1,0
7/31/2020,98,84,71,56,48.7,29,55,33.4,9,10,4.3,0,29.1,29.1,29,0
8/1/2020,93,80.8,69,61,54,45,64,41.1,26,13,5.8,0,29.1,29.1,29,0
8/2/2020,90,77.5,67,61,57.6,49,81,52.4,31,13,6.1,0,29.1,29.1,29.1,0
8/3/2020,88,73.8,65,62,60,56,87,65.2,36,13,6.4,0,29.1,29.1,29.1,0
8/4/2020,81,69.9,65,61,60.2,59,87,72.7,47,14,7,0,29.1,29.1,29.1,0
8/5/2020,78,69,64,60,58.7,57,84,70.6,50,13,6.5,0,29.1,29.1,29.1,0
8/6/2020,79,69.1,63,58,56.9,55,81,66.4,45,10,6.4,0,29.1,29.1,29,0
8/7/2020,81,71,61,57,55,47,84,59.3,30,12,6.5,0,29.1,29.1,29.1,0
8/8/2020,84,72.5,63,56,54.4,50,78,55.5,31,10,5.2,0,29.2,29.1,29.1,0
8/9/2020,86,72.1,61,57,55.4,53,81,58.5,32,10,6.4,0,29.1,29.1,29.1,0
8/10/2020,88,71.9,61,57,54.9,49,87,59,29,13,5.9,0,29.1,29.1,29.1,0
8/11/2020,88,72.5,60,57,52.8,45,84,54.3,22,12,5.7,0,29.1,29.1,29,0
8/12/2020,95,76.8,62,56,48.8,41,78,42.7,16,13,4.8,0,29.1,29.1,29,0
8/13/2020,97,81.4,69,57,51,44,61,37.8,16,12,5.8,0,29.1,29.1,29,0
8/14/2020,100,87,75,61,53.8,48,50,33.3,20,9,4.4,0,29.1,29,29,0
8/15/2020,104,88.8,78,63,59.2,55,60,39,22,14,6.5,0,29,29,29,0
8/16/2020,94,82.7,74,66,61.3,57,73,50.7,29,13,7.1,0,29.1,29.1,29,0
8/17/2020,97,84,74,66,62.6,58,73,51.1,29,12,5.6,0,29.1,29.1,29,0
8/18/2020,108,86,74,65,61.9,55,68,48.5,17,14,6.5,0,29.1,29.1,29,0
8/19/2020,99,84.7,76,64,62.3,60,67,48.5,30,14,5.4,0,29.1,29,29,0
8/20/2020,99,83.3,75,65,60.9,55,69,48.8,24,13,5.4,0,29,28.9,28.9,0
8/21/2020,94,82.2,73,66,64,62,73,55.2,36,14,4.3,0,29,29,28.9,0
8/22/2020,94,83.1,76,65,60.6,56,67,49,29,13,6.6,0,29.1,29,29,0
8/23/2020,91,81.3,74,66,64,61,73,56.5,42,12,5,0,29.1,29,29,0
8/24/2020,89,78.3,71,67,65.2,60,87,66.2,40,10,6.5,3,29.1,29,29,0
8/25/2020,94,79.7,69,65,62.4,59,84,58.9,32,12,4.8,0,29,29,28.9,0
8/26/2020,94,80,70,63,61,58,78,55.1,30,12,5,0,29,28.9,28.9,0
8/27/2020,97,80.3,71,62,58.7,55,73,50.6,26,12,5,0,28.9,28.9,28.9,0
8/28/2020,91,75.9,65,59,55.8,51,78,52.3,28,13,6.8,0,29,29,28.9,0
8/29/2020,86,67.4,0,58,53.5,0,93,61.5,0,12,6.2,0,29.1,29,29,0
8/30/2020,83,68.3,60,58,56.5,55,90,68.7,39,10,6.5,0,29.1,29,29,0
8/31/2020,80,67.3,60,58,56.9,56,90,71.8,45,13,5.7,0,29.1,29,29,0
9/1/2020,82,67.8,61,58,57.6,57,90,71.9,42,10,4.5,0,29.2,29.1,29.1,0
9/2/2020,84,71.1,61,59,57.9,56,90,65.5,38,12,5.7,0,29.2,29.1,29.1,0
9/3/2020,87,74.2,64,61,58.7,57,81,60.4,40,10,4.5,0,29.1,29.1,29,0
9/4/2020,98,79.4,67,61,58.9,57,76,51.9,28,10,3.1,0,29.1,29.1,29,0
9/5/2020,114,94,73,60,50.5,36,64,29.9,7,14,4.9,0,29.1,29.1,29,0
9/6/2020,114,97.4,81,59,46.3,37,41,20.3,8,14,4.9,0,29.1,29,29,0
9/7/2020,89,81.8,72,66,60,53,81,49.1,36,13,5.3,0,29,28.9,28.9,0
9/8/2020,79,72.9,69,66,63.8,62,87,73.5,60,10,5.3,0,28.9,28.9,28.9,0
9/9/2020,86,75.2,65,64,50.8,41,81,47.3,23,12,3.5,0,29.1,29,28.9,0
9/10/2020,86,73.7,64,52,39.9,27,49,31.9,12,6,1.3,0,29.2,29.1,29.1,0
9/11/2020,88,73.5,60,46,37.3,30,42,28.5,13,8,2.1,0,29.2,29.1,29.1,0
9/12/2020,87,73.5,62,57,41.8,36,65,33.8,17,6,1,0,29.1,29.1,29,0
9/13/2020,92,74.4,60,55,46.3,40,68,39.7,20,8,2.8,0,29.1,29.1,29,0
9/14/2020,92,76,62,57,49.5,45,65,41.9,22,8,3.5,0,29.2,29.1,29.1,0
9/15/2020,93,77.7,63,56,45.7,39,65,35.2,17,8,2.8,0,29.2,29.2,29.1,0
9/16/2020,99,80.9,65,42,32.5,21,42,20.8,7,13,3.2,0,29.2,29.1,29.1,0
9/17/2020,95,78.5,65,37,29.4,15,33,19,5,9,2.5,0,29.1,29.1,29,0
9/18/2020,98,82.1,66,55,34.9,25,46,20.6,7,9,3.8,0,29.1,29,29,0
9/19/2020,90,77.8,68,56,51,42,61,41,21,13,4.8,0,29.1,29,29,0
9/20/2020,87,72.5,61,61,53.5,45,81,53.7,29,13,5.1,0,29.1,29,29,0
9/21/2020,85,70.7,62,61,58.6,53,93,69.1,36,10,5.5,0,29.1,29.1,29.1,0
9/22/2020,88,71.7,61,60,55,35,93,63.4,15,10,4.4,0,29.2,29.2,29.1,0
9/23/2020,89,74.4,63,59,52.3,47,76,48.9,24,10,3,0,29.2,29.2,29.1,0
9/24/2020,89,75.5,63,57,50.3,46,59,43.1,26,10,5,0,29.1,29.1,29,0
9/25/2020,83,69.9,60,61,56.4,49,96,65.2,35,10,4,0,29.1,29.1,29.1,0
9/26/2020,83,69.8,63,62,60.1,58,90,73.5,42,9,4.8,0,29.1,29.1,29,0
9/27/2020,86,69.5,64,62,61,59,90,76.6,43,10,4.8,0,29.1,29.1,29,0
9/28/2020,97,74.5,63,63,58.6,40,87,64.6,14,9,3.5,0,29.1,29.1,29,0
9/29/2020,101,82,65,63,49.2,28,81,41.3,9,9,3.1,0,29.2,29.1,29.1,0
9/30/2020,106,87.5,70,48,36.5,23,33,18.3,5,18,5,0,29.1,29.1,29.1,0
10/1/2020,103,87.5,72,54,36.9,27,40,18.9,7,10,2.8,0,29.1,29.1,29,0
10/2/2020,100,82.9,67,53,42.5,36,39,25.8,11,10,4.2,0,29.1,29,29,0
10/3/2020,97,80.3,65,52,45.3,40,48,30.5,17,9,4.1,0,29.1,29,29,0
10/4/2020,94,79.5,65,49,42.5,32,48,29.6,11,8,2.6,0,29.2,29.1,29.1,0
10/5/2020,94,78.3,66,55,42.1,27,55,30.2,9,8,2.3,0,29.2,29.2,29.1,0
10/6/2020,92,75.8,64,54,43.5,33,60,34.5,13,10,3,0,29.2,29.1,29.1,0
10/7/2020,84,71,62,61,51.1,39,87,52.9,30,10,4.8,0,29.1,29.1,29,0
10/8/2020,77,67.6,64,60,56.7,55,87,69.4,46,10,4.7,0,29.2,29.1,29.1,0
10/9/2020,74,66.4,62,58,56.7,55,86,71.9,52,10,4.2,0,29.1,29.1,29.1,0
10/10/2020,75,67.2,63,58,56.6,55,84,69.6,52,9,4.1,0,29.2,29.1,29.1,0
10/11/2020,78,67.7,58,60,57.2,54,87,70.3,50,9,3.3,0,29.2,29.1,29.1,0
10/12/2020,97,77.3,59,57,45.7,32,78,40.3,10,8,2.4,0,29.2,29.1,29.1,0
10/13/2020,97,80.2,64,47,40.1,30,45,26.8,9,14,2.9,0,29.2,29.1,29.1,0
10/14/2020,97,79.3,64,52,43.2,35,48,30.3,14,9,3.6,0,29.2,29.1,29.1,0
10/15/2020,96,78.9,63,51,44.3,34,51,32.8,12,9,3.5,0,29.2,29.1,29.1,0
10/16/2020,97,79.5,66,54,45.3,38,53,31.5,17,10,3.4,0,29.1,29.1,29,0
10/17/2020,88,75.5,64,64,49.8,37,81,42.7,28,10,4,0,29.1,29.1,29.1,0
10/18/2020,84,71.3,62,62,56.5,48,84,60.9,38,9,4.6,0,29.2,29.1,29.1,0
10/19/2020,80,65.9,61,61,59,57,93,79.7,48,10,3.5,0,29.2,29.1,29.1,0
10/20/2020,80,59.9,0,60,53.5,0,93,72.8,0,9,3.2,0,29.1,29,29,0
10/21/2020,75,57,0,59,50.9,0,90,68.9,0,10,4.4,0,29,29,29,0
10/22/2020,70,65.3,63,59,56.5,54,84,73.5,58,8,3.9,0,29.1,29.1,29,0
10/23/2020,69,65.5,64,57,54.8,52,78,68.6,56,9,4,0,29.2,29.1,29.1,0
10/24/2020,69,64.7,62,55,53.6,52,75,67.5,56,7,3.1,0,29.2,29.1,29.1,0
10/25/2020,67,62.4,58,54,50.4,47,75,65.6,49,10,3.9,0,29.1,29.1,29,0
10/26/2020,73,64.4,55,49,-4.2,-24,77,13.4,2,18,9.6,0,29.2,29.2,29.1,0
10/27/2020,76,63.3,51,42,12.3,-1,45,16,6,10,4.5,0,29.2,29.2,29.2,0
10/28/2020,77,62.3,49,50,34.3,23,63,37.5,15,9,2.7,0,29.3,29.2,29.1,0
10/29/2020,85,66.3,51,43,32.9,20,64,34.4,9,12,3.4,0,29.2,29.2,29.1,0
10/30/2020,86,68.4,53,42,31.2,21,42,27.4,10,9,3.3,0,29.2,29.1,29.1,0
10/31/2020,88,70.7,54,52,34.5,22,49,31,10,9,3.1,0,29.2,29.2,29.1,0
11/1/2020,89,70.7,55,47,35,22,58,32.4,9,7,2,0,29.3,29.3,29.2,0
11/2/2020,81,67.7,57,56,45.7,34,78,47.3,30,9,3.7,0,29.3,29.2,29.2,0
11/3/2020,79,65.9,57,57,53.3,50,86,65.9,38,8,4,0,29.2,29.2,29.1,0
11/4/2020,89,70.6,54,53,45.3,37,75,44.5,16,7,2.2,0,29.3,29.2,29.2,0
11/5/2020,92,75.1,60,41,33.3,25,43,23.8,9,6,2.3,0,29.2,29.1,29,0
11/6/2020,75,65.2,55,59,51.6,33,87,63.5,26,18,10.3,0,28.9,28.9,28.8,0
11/7/2020,59,54.9,51,46,40.6,35,80,60,41,16,7.5,0,28.9,28.9,28.9,0
11/8/2020,61,54.3,46,34,29.9,27,54,39.9,30,8,2,0,29.3,29.3,29.2,0
11/9/2020,66,52.6,43,29,25.4,17,58,37,16,8,2.7,0,29.3,29.3,29.2,0
11/10/2020,67,54.8,42,40,30.9,26,60,42.9,21,8,3.1,0,29.2,29.2,29.1,0
11/11/2020,72,55.7,44,35,31.5,25,63,42.9,18,7,2.1,0,29.2,29.2,29.1,0
11/12/2020,67,55.6,45,45,37.7,32,72,52.8,34,8,3.7,0,29.3,29.3,29.2,0
11/13/2020,71,58.6,47,49,43.3,32,83,59.1,39,14,4.5,0,29.3,29.3,29.2,0
11/14/2020,85,66.5,51,34,27.1,15,48,26.2,8,7,1.6,0,29.3,29.3,29.2,0
11/15/2020,89,70.1,52,32,25.6,19,43,21.8,8,9,2.9,0,29.2,29.2,29.1,0
11/16/2020,80,64,53,44,31.7,23,46,32.6,12,12,3.9,0,29.3,29.2,29.1,0
11/17/2020,67,57.4,48,52,48.6,46,97,74,47,12,4.3,0,29.3,29.3,29.2,0
11/18/2020,72,51.6,0,52,43.2,0,97,65.6,0,9,3.1,0,29.3,29.3,29.2,0
11/19/2020,78,63.1,50,47,39.2,31,63,44.4,18,7,2.2,0,29.3,29.3,29.2,0
11/20/2020,81,64.1,50,46,34.5,23,53,36,15,8,2.3,0,29.3,29.2,29.2,0
11/21/2020,75,61.9,52,46,36.4,26,72,41,22,9,2.8,0,29.2,29.1,29,0
11/22/2020,64,54.1,47,49,45,35,90,72.2,54,9,4.3,0,29.1,29.1,29,0
11/23/2020,69,55.8,47,49,44.6,41,86,68.1,42,8,2.6,0,29.3,29.2,29.1,0
11/24/2020,67,54.5,45,50,42.7,33,86,65.8,46,9,3.1,0,29.3,29.2,29.2,0
11/25/2020,69,55.9,46,44,25.6,-1,83,45.6,8,24,6.8,0,29.3,29.2,29.2,0
